id_obligor,rating,pd,default
OB14234,B3,0.1,0
OB15006,C1,0.16,0
OB03051,A2,0.01,0
OB05127,A3,0.02,0
OB13158,B3,0.1,0
OB04830,A3,0.02,0
OB03583,A2,0.01,0
OB11461,B2,0.06,0
OB02691,A2,0.01,0
OB13837,B3,0.1,0
OB00907,A1,0.005,0
OB08576,B1,0.035,0
OB15646,C2,0.25,1
OB03456,A2,0.01,0
OB04671,A3,0.02,0
OB02938,A2,0.01,0
OB07804,B1,0.035,0
OB08748,B1,0.035,0
OB10845,B2,0.06,0
OB00900,A1,0.005,0
OB10154,B1,0.035,0
OB02520,A2,0.01,0
OB07351,B1,0.035,0
OB00424,A1,0.005,0
OB10048,B1,0.035,0
OB01333,A1,0.005,0
OB00853,A1,0.005,0
OB08615,B1,0.035,1
OB06165,A3,0.02,0
OB01031,A1,0.005,0
OB14771,C1,0.16,0
OB03670,A2,0.01,0
OB13911,B3,0.1,0
OB06927,A3,0.02,0
OB05839,A3,0.02,0
OB00449,A1,0.005,0
OB09975,B1,0.035,0
OB08034,B1,0.035,0
OB08033,B1,0.035,0
OB07363,B1,0.035,0
OB09942,B1,0.035,0
OB03190,A2,0.01,0
OB11245,B2,0.06,0
OB00855,A1,0.005,0
OB14785,C1,0.16,1
OB05274,A3,0.02,0
OB15746,C2,0.25,0
OB14789,C1,0.16,1
OB07186,A3,0.02,0
OB13293,B3,0.1,0
OB00665,A1,0.005,0
OB09849,B1,0.035,0
OB13647,B3,0.1,0
OB09844,B1,0.035,0
OB11197,B2,0.06,0
OB06618,A3,0.02,0
OB13508,B3,0.1,0
OB01460,A1,0.005,0
OB05462,A3,0.02,0
OB09978,B1,0.035,0
OB16008,C3,0.38,0
OB03861,A2,0.01,0
OB02211,A2,0.01,0
OB07628,B1,0.035,0
OB06344,A3,0.02,0
OB07375,B1,0.035,0
OB04162,A2,0.01,0
OB10024,B1,0.035,0
OB09375,B1,0.035,0
OB12353,B2,0.06,0
OB14841,C1,0.16,0
OB15970,C3,0.38,1
OB05370,A3,0.02,0
OB02911,A2,0.01,0
OB07862,B1,0.035,0
OB04185,A2,0.01,0
OB06090,A3,0.02,0
OB11427,B2,0.06,0
OB10221,B1,0.035,0
OB14960,C1,0.16,1
OB13187,B3,0.1,0
OB01078,A1,0.005,0
OB09183,B1,0.035,0
OB03612,A2,0.01,0
OB07136,A3,0.02,0
OB08798,B1,0.035,0
OB13077,B3,0.1,0
OB08164,B1,0.035,0
OB02207,A2,0.01,0
OB00349,A1,0.005,0
OB07243,B1,0.035,0
OB12989,B2,0.06,0
OB13410,B3,0.1,0
OB16161,C3,0.38,0
OB09366,B1,0.035,0
OB05170,A3,0.02,0
OB13709,B3,0.1,0
OB03440,A2,0.01,0
OB13880,B3,0.1,1
OB09563,B1,0.035,0
OB05285,A3,0.02,0
OB02803,A2,0.01,0
OB11325,B2,0.06,0
OB11889,B2,0.06,0
OB08068,B1,0.035,0
OB09744,B1,0.035,0
OB07157,A3,0.02,0
OB12710,B2,0.06,0
OB07618,B1,0.035,0
OB13317,B3,0.1,0
OB15628,C2,0.25,1
OB14376,B3,0.1,0
OB00491,A1,0.005,0
OB04406,A3,0.02,0
OB04550,A3,0.02,0
OB01322,A1,0.005,0
OB13973,B3,0.1,1
OB05305,A3,0.02,0
OB01178,A1,0.005,0
OB10684,B2,0.06,1
OB15598,C2,0.25,0
OB00247,A1,0.005,0
OB07593,B1,0.035,0
OB05563,A3,0.02,0
OB09862,B1,0.035,0
OB01012,A1,0.005,0
OB06328,A3,0.02,0
OB16190,C3,0.38,0
OB14308,B3,0.1,0
OB05133,A3,0.02,0
OB09382,B1,0.035,0
OB09298,B1,0.035,0
OB08161,B1,0.035,0
OB08028,B1,0.035,0
OB08232,B1,0.035,0
OB06812,A3,0.02,0
OB06604,A3,0.02,0
OB09859,B1,0.035,0
OB02813,A2,0.01,0
OB03766,A2,0.01,0
OB11496,B2,0.06,0
OB04763,A3,0.02,0
OB00863,A1,0.005,0
OB11597,B2,0.06,1
OB08170,B1,0.035,0
OB09925,B1,0.035,0
OB15470,C2,0.25,1
OB13853,B3,0.1,0
OB09352,B1,0.035,0
OB07997,B1,0.035,0
OB10760,B2,0.06,0
OB08184,B1,0.035,0
OB05586,A3,0.02,0
OB00255,A1,0.005,0
OB10191,B1,0.035,0
OB01829,A2,0.01,0
OB03710,A2,0.01,0
OB14634,C1,0.16,1
OB10367,B1,0.035,0
OB02464,A2,0.01,0
OB09748,B1,0.035,0
OB12129,B2,0.06,0
OB02737,A2,0.01,0
OB03011,A2,0.01,0
OB16157,C3,0.38,0
OB04036,A2,0.01,0
OB15888,C2,0.25,0
OB09689,B1,0.035,0
OB09337,B1,0.035,0
OB01575,A1,0.005,0
OB11195,B2,0.06,0
OB00202,A1,0.005,0
OB02430,A2,0.01,0
OB06322,A3,0.02,0
OB07503,B1,0.035,0
OB02438,A2,0.01,0
OB06332,A3,0.02,0
OB10478,B2,0.06,0
OB04014,A2,0.01,0
OB01467,A1,0.005,0
OB01207,A1,0.005,0
OB09137,B1,0.035,1
OB02246,A2,0.01,0
OB06028,A3,0.02,0
OB01545,A1,0.005,0
OB02626,A2,0.01,0
OB01721,A1,0.005,0
OB12045,B2,0.06,0
OB00660,A1,0.005,0
OB01296,A1,0.005,0
OB01534,A1,0.005,0
OB04901,A3,0.02,0
OB13989,B3,0.1,0
OB09390,B1,0.035,0
OB02648,A2,0.01,0
OB02357,A2,0.01,0
OB14198,B3,0.1,0
OB03775,A2,0.01,0
OB13945,B3,0.1,1
OB13920,B3,0.1,0
OB15199,C1,0.16,0
OB12624,B2,0.06,0
OB15702,C2,0.25,1
OB11286,B2,0.06,0
OB15486,C2,0.25,0
OB02604,A2,0.01,0
OB10572,B2,0.06,0
OB05002,A3,0.02,0
OB07923,B1,0.035,1
OB13946,B3,0.1,0
OB00872,A1,0.005,0
OB00807,A1,0.005,0
OB00636,A1,0.005,0
OB10827,B2,0.06,0
OB06001,A3,0.02,0
OB13221,B3,0.1,0
OB13495,B3,0.1,1
OB13357,B3,0.1,0
OB04413,A3,0.02,0
OB00250,A1,0.005,0
OB11850,B2,0.06,0
OB14638,C1,0.16,1
OB09409,B1,0.035,0
OB05519,A3,0.02,0
OB05703,A3,0.02,0
OB14913,C1,0.16,0
OB14559,C1,0.16,0
OB09148,B1,0.035,0
OB11344,B2,0.06,0
OB15449,C2,0.25,0
OB04798,A3,0.02,0
OB08429,B1,0.035,0
OB15309,C1,0.16,0
OB08221,B1,0.035,0
OB00333,A1,0.005,0
OB01085,A1,0.005,0
OB09690,B1,0.035,0
OB07446,B1,0.035,0
OB02360,A2,0.01,0
OB06888,A3,0.02,0
OB15289,C1,0.16,0
OB10600,B2,0.06,0
OB10622,B2,0.06,0
OB05807,A3,0.02,0
OB01912,A2,0.01,0
OB04428,A3,0.02,0
OB14192,B3,0.1,0
OB14611,C1,0.16,1
OB07516,B1,0.035,0
OB09289,B1,0.035,0
OB08904,B1,0.035,0
OB07271,B1,0.035,1
OB16055,C3,0.38,1
OB01154,A1,0.005,0
OB08918,B1,0.035,0
OB07161,A3,0.02,0
OB12141,B2,0.06,0
OB10389,B1,0.035,0
OB01074,A1,0.005,0
OB11945,B2,0.06,0
OB10055,B1,0.035,0
OB14264,B3,0.1,1
OB07119,A3,0.02,0
OB10117,B1,0.035,0
OB08354,B1,0.035,0
OB12544,B2,0.06,0
OB04498,A3,0.02,1
OB11628,B2,0.06,0
OB10329,B1,0.035,0
OB02612,A2,0.01,0
OB04228,A3,0.02,0
OB11771,B2,0.06,0
OB08508,B1,0.035,0
OB06488,A3,0.02,0
OB09869,B1,0.035,0
OB05463,A3,0.02,0
OB10297,B1,0.035,0
OB04179,A2,0.01,0
OB11961,B2,0.06,0
OB09596,B1,0.035,0
OB03944,A2,0.01,0
OB15392,C1,0.16,0
OB00018,A1,0.005,0
OB00650,A1,0.005,0
OB13694,B3,0.1,1
OB04868,A3,0.02,0
OB02540,A2,0.01,0
OB12967,B2,0.06,0
OB12697,B2,0.06,0
OB13116,B3,0.1,0
OB12486,B2,0.06,0
OB12708,B2,0.06,0
OB09275,B1,0.035,0
OB04881,A3,0.02,0
OB01481,A1,0.005,0
OB02031,A2,0.01,0
OB07069,A3,0.02,0
OB03040,A2,0.01,0
OB11323,B2,0.06,0
OB08064,B1,0.035,0
OB02599,A2,0.01,0
OB00071,A1,0.005,0
OB10998,B2,0.06,0
OB05199,A3,0.02,0
OB08742,B1,0.035,0
OB14285,B3,0.1,0
OB09708,B1,0.035,1
OB10974,B2,0.06,0
OB08578,B1,0.035,0
OB12429,B2,0.06,0
OB00222,A1,0.005,0
OB11077,B2,0.06,0
OB14834,C1,0.16,0
OB08792,B1,0.035,0
OB08104,B1,0.035,0
OB11432,B2,0.06,0
OB14283,B3,0.1,1
OB05386,A3,0.02,0
OB07861,B1,0.035,0
OB00556,A1,0.005,0
OB01162,A1,0.005,0
OB06017,A3,0.02,0
OB13213,B3,0.1,0
OB15255,C1,0.16,0
OB03301,A2,0.01,0
OB08713,B1,0.035,0
OB07864,B1,0.035,0
OB00884,A1,0.005,0
OB11297,B2,0.06,0
OB12302,B2,0.06,0
OB01408,A1,0.005,0
OB14766,C1,0.16,0
OB13336,B3,0.1,0
OB09964,B1,0.035,0
OB09433,B1,0.035,0
OB12166,B2,0.06,0
OB14449,B3,0.1,1
OB04771,A3,0.02,0
OB13938,B3,0.1,0
OB01306,A1,0.005,0
OB02900,A2,0.01,0
OB07867,B1,0.035,0
OB03934,A2,0.01,0
OB06640,A3,0.02,0
OB06615,A3,0.02,0
OB05914,A3,0.02,0
OB10440,B2,0.06,0
OB07089,A3,0.02,0
OB14057,B3,0.1,1
OB02070,A2,0.01,0
OB06887,A3,0.02,0
OB13263,B3,0.1,0
OB12378,B2,0.06,0
OB01455,A1,0.005,0
OB14885,C1,0.16,0
OB05835,A3,0.02,0
OB12286,B2,0.06,0
OB10333,B1,0.035,0
OB07977,B1,0.035,0
OB09966,B1,0.035,0
OB12600,B2,0.06,0
OB09249,B1,0.035,0
OB01978,A2,0.01,0
OB03170,A2,0.01,1
OB04823,A3,0.02,0
OB10629,B2,0.06,0
OB01841,A2,0.01,0
OB03112,A2,0.01,0
OB13180,B3,0.1,0
OB10361,B1,0.035,0
OB03526,A2,0.01,0
OB11530,B2,0.06,0
OB04822,A3,0.02,0
OB06952,A3,0.02,0
OB03291,A2,0.01,0
OB14340,B3,0.1,0
OB08222,B1,0.035,0
OB14406,B3,0.1,0
OB08982,B1,0.035,0
OB06156,A3,0.02,0
OB07982,B1,0.035,0
OB14678,C1,0.16,0
OB00358,A1,0.005,0
OB10967,B2,0.06,0
OB06097,A3,0.02,0
OB03972,A2,0.01,0
OB10667,B2,0.06,0
OB08622,B1,0.035,0
OB12990,B2,0.06,0
OB02542,A2,0.01,0
OB10436,B2,0.06,0
OB14597,C1,0.16,1
OB08121,B1,0.035,0
OB09226,B1,0.035,0
OB15915,C3,0.38,0
OB07304,B1,0.035,0
OB08422,B1,0.035,0
OB00987,A1,0.005,0
OB05528,A3,0.02,0
OB10487,B2,0.06,0
OB10172,B1,0.035,0
OB03323,A2,0.01,0
OB02088,A2,0.01,0
OB02256,A2,0.01,0
OB11791,B2,0.06,0
OB07215,B1,0.035,0
OB09875,B1,0.035,0
OB09196,B1,0.035,0
OB07478,B1,0.035,0
OB10123,B1,0.035,0
OB03964,A2,0.01,0
OB02732,A2,0.01,0
OB12893,B2,0.06,0
OB16070,C3,0.38,1
OB13073,B3,0.1,0
OB03698,A2,0.01,0
OB11704,B2,0.06,0
OB09934,B1,0.035,0
OB15030,C1,0.16,0
OB08780,B1,0.035,0
OB13280,B3,0.1,1
OB03178,A2,0.01,0
OB07912,B1,0.035,0
OB13640,B3,0.1,0
OB06552,A3,0.02,0
OB14326,B3,0.1,1
OB15697,C2,0.25,0
OB08070,B1,0.035,0
OB11095,B2,0.06,0
OB10050,B1,0.035,0
OB10716,B2,0.06,0
OB07995,B1,0.035,0
OB01778,A1,0.005,0
OB03330,A2,0.01,0
OB15123,C1,0.16,0
OB08463,B1,0.035,0
OB12768,B2,0.06,0
OB11536,B2,0.06,0
OB06699,A3,0.02,0
OB13930,B3,0.1,1
OB05216,A3,0.02,0
OB02228,A2,0.01,0
OB10151,B1,0.035,0
OB04595,A3,0.02,0
OB03990,A2,0.01,0
OB10074,B1,0.035,0
OB05034,A3,0.02,0
OB08833,B1,0.035,0
OB09219,B1,0.035,0
OB04303,A3,0.02,0
OB00558,A1,0.005,0
OB00443,A1,0.005,0
OB07150,A3,0.02,0
OB09044,B1,0.035,0
OB03193,A2,0.01,0
OB05055,A3,0.02,0
OB13549,B3,0.1,0
OB13395,B3,0.1,0
OB05986,A3,0.02,0
OB06021,A3,0.02,0
OB08785,B1,0.035,0
OB14652,C1,0.16,0
OB04182,A2,0.01,0
OB02786,A2,0.01,0
OB11228,B2,0.06,1
OB13307,B3,0.1,0
OB10775,B2,0.06,0
OB10046,B1,0.035,0
OB14757,C1,0.16,1
OB10086,B1,0.035,0
OB06331,A3,0.02,0
OB06663,A3,0.02,0
OB01852,A2,0.01,0
OB14578,C1,0.16,0
OB14512,C1,0.16,0
OB15185,C1,0.16,1
OB08105,B1,0.035,0
OB10328,B1,0.035,0
OB09475,B1,0.035,0
OB03292,A2,0.01,0
OB05084,A3,0.02,0
OB15066,C1,0.16,0
OB03756,A2,0.01,0
OB11891,B2,0.06,0
OB08812,B1,0.035,0
OB04356,A3,0.02,0
OB15240,C1,0.16,1
OB10696,B2,0.06,1
OB08501,B1,0.035,0
OB03565,A2,0.01,0
OB11717,B2,0.06,1
OB08139,B1,0.035,1
OB13692,B3,0.1,0
OB14729,C1,0.16,0
OB09144,B1,0.035,0
OB13727,B3,0.1,0
OB10911,B2,0.06,0
OB14624,C1,0.16,0
OB03882,A2,0.01,0
OB05359,A3,0.02,0
OB01429,A1,0.005,0
OB00718,A1,0.005,0
OB11380,B2,0.06,1
OB05178,A3,0.02,0
OB07300,B1,0.035,0
OB04340,A3,0.02,0
OB06434,A3,0.02,0
OB05898,A3,0.02,0
OB00279,A1,0.005,0
OB04345,A3,0.02,0
OB02920,A2,0.01,0
OB04601,A3,0.02,0
OB05097,A3,0.02,0
OB01199,A1,0.005,0
OB11366,B2,0.06,0
OB00538,A1,0.005,0
OB12172,B2,0.06,0
OB13353,B3,0.1,0
OB05527,A3,0.02,0
OB10686,B2,0.06,0
OB05489,A3,0.02,0
OB11533,B2,0.06,0
OB09432,B1,0.035,0
OB11821,B2,0.06,0
OB08379,B1,0.035,0
OB10015,B1,0.035,0
OB08859,B1,0.035,1
OB16013,C3,0.38,0
OB11959,B2,0.06,0
OB11458,B2,0.06,0
OB11691,B2,0.06,0
OB08544,B1,0.035,0
OB13372,B3,0.1,0
OB01251,A1,0.005,0
OB08926,B1,0.035,0
OB01326,A1,0.005,0
OB02029,A2,0.01,0
OB04475,A3,0.02,0
OB11046,B2,0.06,0
OB06674,A3,0.02,0
OB07853,B1,0.035,0
OB02304,A2,0.01,0
OB03120,A2,0.01,0
OB03807,A2,0.01,0
OB04697,A3,0.02,0
OB01609,A1,0.005,0
OB14551,C1,0.16,0
OB13223,B3,0.1,0
OB01180,A1,0.005,0
OB01622,A1,0.005,0
OB06035,A3,0.02,0
OB08537,B1,0.035,0
OB03299,A2,0.01,0
OB09046,B1,0.035,0
OB10066,B1,0.035,0
OB14470,B3,0.1,0
OB15151,C1,0.16,0
OB02628,A2,0.01,0
OB00058,A1,0.005,0
OB16005,C3,0.38,0
OB00624,A1,0.005,0
OB05791,A3,0.02,0
OB08092,B1,0.035,0
OB14967,C1,0.16,0
OB12998,B2,0.06,0
OB08286,B1,0.035,0
OB08971,B1,0.035,0
OB12790,B2,0.06,0
OB05114,A3,0.02,0
OB05691,A3,0.02,0
OB13375,B3,0.1,0
OB12903,B2,0.06,0
OB00924,A1,0.005,0
OB05467,A3,0.02,0
OB14428,B3,0.1,0
OB14633,C1,0.16,0
OB07589,B1,0.035,0
OB15845,C2,0.25,0
OB09697,B1,0.035,0
OB00750,A1,0.005,0
OB06018,A3,0.02,0
OB15167,C1,0.16,1
OB04594,A3,0.02,0
OB04643,A3,0.02,0
OB13104,B3,0.1,1
OB04138,A2,0.01,0
OB08677,B1,0.035,0
OB02015,A2,0.01,0
OB06403,A3,0.02,0
OB15083,C1,0.16,0
OB01261,A1,0.005,0
OB03633,A2,0.01,0
OB02433,A2,0.01,0
OB08331,B1,0.035,1
OB10106,B1,0.035,0
OB02592,A2,0.01,0
OB13857,B3,0.1,0
OB06727,A3,0.02,0
OB10529,B2,0.06,0
OB06628,A3,0.02,1
OB05256,A3,0.02,0
OB03912,A2,0.01,0
OB07930,B1,0.035,0
OB15716,C2,0.25,1
OB15144,C1,0.16,0
OB02231,A2,0.01,0
OB12272,B2,0.06,0
OB13993,B3,0.1,0
OB13806,B3,0.1,0
OB02052,A2,0.01,0
OB00363,A1,0.005,0
OB13200,B3,0.1,0
OB03154,A2,0.01,0
OB02082,A2,0.01,0
OB00877,A1,0.005,0
OB05344,A3,0.02,0
OB07782,B1,0.035,0
OB05939,A3,0.02,0
OB03645,A2,0.01,0
OB07439,B1,0.035,0
OB06583,A3,0.02,0
OB13697,B3,0.1,0
OB02026,A2,0.01,0
OB02798,A2,0.01,0
OB12499,B2,0.06,0
OB07891,B1,0.035,0
OB11612,B2,0.06,1
OB08097,B1,0.035,0
OB01039,A1,0.005,0
OB15572,C2,0.25,1
OB14386,B3,0.1,0
OB15421,C2,0.25,0
OB03667,A2,0.01,0
OB08759,B1,0.035,1
OB16156,C3,0.38,1
OB04223,A3,0.02,0
OB12238,B2,0.06,0
OB11120,B2,0.06,0
OB01458,A1,0.005,0
OB00551,A1,0.005,0
OB07541,B1,0.035,0
OB15949,C3,0.38,1
OB03947,A2,0.01,0
OB12553,B2,0.06,0
OB03737,A2,0.01,0
OB16087,C3,0.38,1
OB08633,B1,0.035,0
OB12079,B2,0.06,0
OB02676,A2,0.01,0
OB15229,C1,0.16,1
OB03210,A2,0.01,0
OB05794,A3,0.02,0
OB16004,C3,0.38,0
OB06371,A3,0.02,0
OB09681,B1,0.035,0
OB03359,A2,0.01,0
OB02309,A2,0.01,0
OB13087,B3,0.1,0
OB05282,A3,0.02,0
OB12441,B2,0.06,0
OB11008,B2,0.06,1
OB00590,A1,0.005,0
OB02103,A2,0.01,0
OB11207,B2,0.06,0
OB09516,B1,0.035,0
OB03273,A2,0.01,0
OB01294,A1,0.005,0
OB09835,B1,0.035,0
OB01547,A1,0.005,0
OB03371,A2,0.01,0
OB12243,B2,0.06,0
OB08877,B1,0.035,0
OB02162,A2,0.01,0
OB12999,B2,0.06,0
OB12891,B2,0.06,0
OB01081,A1,0.005,0
OB12683,B2,0.06,0
OB09128,B1,0.035,0
OB06025,A3,0.02,0
OB00371,A1,0.005,0
OB14833,C1,0.16,0
OB12155,B2,0.06,0
OB14626,C1,0.16,1
OB06425,A3,0.02,0
OB15374,C1,0.16,0
OB13419,B3,0.1,0
OB07474,B1,0.035,0
OB09639,B1,0.035,0
OB04399,A3,0.02,1
OB03510,A2,0.01,0
OB14946,C1,0.16,0
OB14309,B3,0.1,0
OB11166,B2,0.06,0
OB09217,B1,0.035,0
OB03843,A2,0.01,0
OB10480,B2,0.06,0
OB03624,A2,0.01,0
OB08782,B1,0.035,0
OB15205,C1,0.16,0
OB09164,B1,0.035,0
OB12420,B2,0.06,0
OB03507,A2,0.01,0
OB06005,A3,0.02,0
OB00843,A1,0.005,0
OB04857,A3,0.02,0
OB07213,B1,0.035,0
OB04908,A3,0.02,0
OB05474,A3,0.02,0
OB04470,A3,0.02,0
OB02320,A2,0.01,0
OB13438,B3,0.1,0
OB11280,B2,0.06,0
OB12545,B2,0.06,0
OB15425,C2,0.25,1
OB16142,C3,0.38,0
OB05023,A3,0.02,0
OB02780,A2,0.01,0
OB06705,A3,0.02,0
OB11529,B2,0.06,0
OB11346,B2,0.06,0
OB10601,B2,0.06,0
OB01730,A1,0.005,0
OB12096,B2,0.06,0
OB06087,A3,0.02,0
OB05945,A3,0.02,0
OB10199,B1,0.035,0
OB08010,B1,0.035,0
OB05244,A3,0.02,0
OB11178,B2,0.06,0
OB00871,A1,0.005,0
OB00618,A1,0.005,0
OB13454,B3,0.1,0
OB03832,A2,0.01,0
OB01900,A2,0.01,0
OB07163,A3,0.02,0
OB11066,B2,0.06,1
OB02205,A2,0.01,0
OB12426,B2,0.06,0
OB15830,C2,0.25,0
OB07768,B1,0.035,0
OB04780,A3,0.02,1
OB02145,A2,0.01,0
OB11447,B2,0.06,0
OB11524,B2,0.06,0
OB04081,A2,0.01,0
OB13125,B3,0.1,0
OB07771,B1,0.035,0
OB07440,B1,0.035,0
OB08632,B1,0.035,0
OB14339,B3,0.1,0
OB01270,A1,0.005,0
OB11829,B2,0.06,0
OB10018,B1,0.035,0
OB07700,B1,0.035,0
OB11212,B2,0.06,0
OB09877,B1,0.035,0
OB13547,B3,0.1,0
OB03895,A2,0.01,0
OB12864,B2,0.06,0
OB09225,B1,0.035,0
OB05378,A3,0.02,0
OB03594,A2,0.01,0
OB07154,A3,0.02,0
OB08963,B1,0.035,0
OB12407,B2,0.06,0
OB10698,B2,0.06,0
OB04141,A2,0.01,0
OB01407,A1,0.005,0
OB06537,A3,0.02,0
OB11164,B2,0.06,0
OB05878,A3,0.02,0
OB14689,C1,0.16,0
OB09231,B1,0.035,0
OB11650,B2,0.06,0
OB01861,A2,0.01,0
OB15504,C2,0.25,0
OB14698,C1,0.16,0
OB12295,B2,0.06,0
OB02671,A2,0.01,0
OB14270,B3,0.1,0
OB07701,B1,0.035,0
OB05660,A3,0.02,0
OB14990,C1,0.16,0
OB05241,A3,0.02,0
OB10796,B2,0.06,0
OB07828,B1,0.035,0
OB12997,B2,0.06,0
OB06985,A3,0.02,0
OB00082,A1,0.005,0
OB01405,A1,0.005,0
OB09547,B1,0.035,0
OB11843,B2,0.06,0
OB02507,A2,0.01,0
OB08166,B1,0.035,0
OB13118,B3,0.1,0
OB13055,B3,0.1,0
OB05152,A3,0.02,0
OB02646,A2,0.01,0
OB00365,A1,0.005,0
OB03721,A2,0.01,0
OB14998,C1,0.16,0
OB08709,B1,0.035,0
OB00536,A1,0.005,0
OB11783,B2,0.06,0
OB11595,B2,0.06,0
OB00352,A1,0.005,0
OB09318,B1,0.035,0
OB04108,A2,0.01,0
OB10558,B2,0.06,0
OB07592,B1,0.035,0
OB05954,A3,0.02,0
OB00099,A1,0.005,0
OB06059,A3,0.02,0
OB08308,B1,0.035,0
OB09069,B1,0.035,0
OB06571,A3,0.02,0
OB11048,B2,0.06,0
OB07206,B1,0.035,0
OB15375,C1,0.16,0
OB07106,A3,0.02,0
OB11758,B2,0.06,0
OB08553,B1,0.035,0
OB00782,A1,0.005,0
OB02049,A2,0.01,0
OB06511,A3,0.02,0
OB01584,A1,0.005,0
OB07078,A3,0.02,0
OB06726,A3,0.02,0
OB13561,B3,0.1,0
OB04236,A3,0.02,0
OB13851,B3,0.1,0
OB00555,A1,0.005,0
OB03857,A2,0.01,0
OB11312,B2,0.06,0
OB12674,B2,0.06,0
OB10276,B1,0.035,0
OB07386,B1,0.035,0
OB07480,B1,0.035,0
OB03019,A2,0.01,0
OB08356,B1,0.035,0
OB10485,B2,0.06,0
OB02013,A2,0.01,0
OB01048,A1,0.005,0
OB14144,B3,0.1,0
OB09492,B1,0.035,0
OB06193,A3,0.02,0
OB05530,A3,0.02,0
OB04077,A2,0.01,0
OB05219,A3,0.02,0
OB01147,A1,0.005,0
OB08323,B1,0.035,0
OB02133,A2,0.01,0
OB08850,B1,0.035,0
OB11895,B2,0.06,0
OB05988,A3,0.02,1
OB14881,C1,0.16,0
OB01810,A2,0.01,0
OB15162,C1,0.16,0
OB02278,A2,0.01,0
OB14337,B3,0.1,0
OB05230,A3,0.02,0
OB10041,B1,0.035,1
OB04194,A2,0.01,0
OB06067,A3,0.02,0
OB01159,A1,0.005,0
OB14513,C1,0.16,0
OB10846,B2,0.06,0
OB00917,A1,0.005,0
OB02354,A2,0.01,0
OB09986,B1,0.035,0
OB01890,A2,0.01,0
OB13053,B3,0.1,0
OB02662,A2,0.01,0
OB09416,B1,0.035,0
OB00894,A1,0.005,0
OB15200,C1,0.16,0
OB13715,B3,0.1,0
OB08296,B1,0.035,0
OB03932,A2,0.01,0
OB03734,A2,0.01,0
OB02249,A2,0.01,0
OB08142,B1,0.035,0
OB01931,A2,0.01,0
OB01563,A1,0.005,0
OB08776,B1,0.035,0
OB12522,B2,0.06,0
OB14533,C1,0.16,1
OB05183,A3,0.02,0
OB14672,C1,0.16,0
OB11815,B2,0.06,0
OB15269,C1,0.16,0
OB11725,B2,0.06,0
OB15012,C1,0.16,0
OB15320,C1,0.16,1
OB00875,A1,0.005,0
OB01903,A2,0.01,0
OB02151,A2,0.01,0
OB13881,B3,0.1,0
OB04676,A3,0.02,0
OB04435,A3,0.02,0
OB05409,A3,0.02,0
OB12466,B2,0.06,0
OB09254,B1,0.035,0
OB06208,A3,0.02,0
OB03402,A2,0.01,0
OB08533,B1,0.035,0
OB04315,A3,0.02,0
OB12765,B2,0.06,0
OB00228,A1,0.005,0
OB05723,A3,0.02,0
OB07092,A3,0.02,0
OB14227,B3,0.1,0
OB16034,C3,0.38,1
OB10691,B2,0.06,0
OB10862,B2,0.06,0
OB11369,B2,0.06,0
OB14692,C1,0.16,0
OB09589,B1,0.035,1
OB05708,A3,0.02,0
OB08619,B1,0.035,0
OB15207,C1,0.16,0
OB11729,B2,0.06,0
OB02705,A2,0.01,0
OB00162,A1,0.005,0
OB09008,B1,0.035,0
OB14222,B3,0.1,0
OB13592,B3,0.1,0
OB08209,B1,0.035,0
OB09910,B1,0.035,0
OB04404,A3,0.02,0
OB05890,A3,0.02,0
OB11693,B2,0.06,0
OB04443,A3,0.02,0
OB12839,B2,0.06,0
OB10989,B2,0.06,0
OB05670,A3,0.02,0
OB06873,A3,0.02,0
OB13014,B3,0.1,1
OB13191,B3,0.1,1
OB14141,B3,0.1,0
OB12078,B2,0.06,1
OB08417,B1,0.035,0
OB05436,A3,0.02,0
OB04166,A2,0.01,0
OB00692,A1,0.005,0
OB14115,B3,0.1,0
OB06019,A3,0.02,0
OB12496,B2,0.06,0
OB00178,A1,0.005,0
OB09369,B1,0.035,0
OB08386,B1,0.035,0
OB10375,B1,0.035,0
OB12678,B2,0.06,0
OB09204,B1,0.035,0
OB04366,A3,0.02,0
OB00431,A1,0.005,0
OB05535,A3,0.02,0
OB05572,A3,0.02,1
OB16162,C3,0.38,1
OB05504,A3,0.02,0
OB15153,C1,0.16,0
OB00297,A1,0.005,0
OB02457,A2,0.01,0
OB06662,A3,0.02,0
OB07577,B1,0.035,0
OB03199,A2,0.01,0
OB15402,C2,0.25,0
OB01933,A2,0.01,0
OB08754,B1,0.035,0
OB06979,A3,0.02,0
OB16200,C3,0.38,0
OB01217,A1,0.005,0
OB11892,B2,0.06,1
OB03001,A2,0.01,0
OB11133,B2,0.06,0
OB15696,C2,0.25,0
OB03433,A2,0.01,0
OB04554,A3,0.02,0
OB01940,A2,0.01,0
OB12676,B2,0.06,0
OB07402,B1,0.035,0
OB02702,A2,0.01,0
OB00436,A1,0.005,0
OB13119,B3,0.1,0
OB00402,A1,0.005,0
OB09353,B1,0.035,0
OB09976,B1,0.035,0
OB02821,A2,0.01,0
OB11852,B2,0.06,0
OB15197,C1,0.16,0
OB07843,B1,0.035,1
OB00818,A1,0.005,0
OB11330,B2,0.06,0
OB05113,A3,0.02,0
OB10628,B2,0.06,0
OB03410,A2,0.01,0
OB10490,B2,0.06,0
OB13235,B3,0.1,0
OB11124,B2,0.06,0
